cell_id,ALOX5AP,CD68,CHEK2,CLDN4,COL9A2,COX4I2,CSF2RB,DDR1,GPBAR1,HDAC11,HDAC3,HSPA1A/B,IFI6,IL12B,IL17RA,IL4R,INHBA,ISG15,MET,MMP14,MS4A1,MYL4,NFKBIA,OASL,PCNA,PLCG1,RBM47,RYR2,TNFRSF1B,TWIST1
c_1_23_24,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,2.604940963302481,2.910926884953289,4.397602721394402,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_25,-0.31479175561391215,-0.3669414155081635,1.9664912591876647,-0.372881431446147,1.721098281440847,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,1.9640025069218774,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,1.982910318043865,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_26,-0.31479175561391215,-0.3669414155081635,1.8026961756671591,-0.372881431446147,1.5716169738324788,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,1.003913205356238,1.7346150648762804,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,1.5756120086072478,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_27,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,2.0855789861317238,-0.3135806557113762,-0.2965775953450153,1.227363536439462,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,1.315709536466549,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,1.5783007374036835,-0.35946492298646276,-0.34164358589087174,1.442200438487478,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_28,1.2601902837792207,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,1.2354992576535886,-0.2245027728307934,-0.30385216176713203,1.1336695525224252,-0.3135806557113762,-0.2965775953450153,1.9607126985150172,1.622955835855262,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,1.2667449068265009,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,1.1285287273647246,-0.34164358589087174,1.3464993691460192,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_29,2.2664309770646733,-0.3669414155081635,-0.28168786739305546,1.0556875911579384,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,1.1971003530606952,2.0669489122210845,-0.2965775953450153,1.2048112563473097,1.312695498128678,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,1.5044240734847822,-0.213001616403449,1.334455532389213,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,1.230056653837224,-0.2690506577855547
c_1_23_30,-0.31479175561391215,2.6087614201748828,-0.28168786739305546,1.63159019231929,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,1.2974463637234288,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,1.3022589594389449,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_31,1.3916823615009333,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,1.3662510877971372,-0.2245027728307934,-0.30385216176713203,1.258332152424744,-0.3135806557113762,-0.2965775953450153,2.1146868881748593,1.332980517698727,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,1.68364547026566,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_32,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,7.392312484182088,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_33,1.6565839186776872,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,1.6296613556160102,-0.2245027728307934,1.8891121785888485,-0.3595105632084798,1.5045181943959958,-0.2965775953450153,-0.33737482109193084,1.9884324929681911,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,4.072095261723283,3.098939952265859,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,1.5030290054731763,-0.34164358589087174,3.43535314020694,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
