cell_id,4-1BB,B7-H3,CD123,CD14,CD163,CD27,CD31,CD38,CD39,CD40,CD68,CTLA4,FABP4,FOXP3,GITR,GZMB,ICOS,IL-18,IL-1b,IgD,Ki-67,LAG3,LAMP1,NF-kB p65,PD-L1,Tim-3,VISTA,Vimentin,iNOS,pan-RAS
c_1_35_848,-0.7639727,-0.75798666,-0.17274581,-0.33480936,-0.47309908,0.16072227,-0.39996287,0.15855476,0.071555145,0.19683883,-0.34670419,0.24008091,-0.36709353,-0.31968623,-0.33345947,0.45600757,1.4580334,-0.11776895,-0.7909658,-0.46352035,0.5707717,-0.29835907,0.2396517,0.70503944,-1.2417753,0.035735935,-0.41210914,-0.17388278,0.6104694,0.06471561
c_1_35_849,-0.37566707,-0.084240764,-0.26717526,-0.90296113,-0.1854049,0.3633993,-0.8843718,-0.049645428,-0.21085629,0.6627336,-0.12226538,0.938185,-0.15742026,0.20480503,0.23352198,0.4949225,1.370655,-0.06654322,-0.3830381,0.31720936,0.5707717,-0.056516062,0.029355217,0.46447182,-0.13152714,-0.32967076,-0.4305427,-0.16028185,0.99586695,-0.6461748
c_1_35_850,-1.0432607,-0.83570236,-1.5653827,-0.87663126,-0.14615189,-0.08817321,0.05654819,-0.68514293,-0.11467764,-0.9037143,-0.77827626,-1.4767157,-1.1781639,-0.60175234,-0.71609294,-0.7669545,-0.8551262,-0.6468523,-0.76921046,0.3574315,0.28419673,-0.75848156,-0.3198911,-0.0028994458,-1.0750183,-0.056143604,-1.0260818,0.5507448,-0.4305578,-0.67462945
c_1_35_851,-0.81929576,-1.7584223,-0.9401134,-0.344358,-1.0854548,0.24793443,-0.519819,-0.3675056,-0.68150765,-0.9651689,-0.25832742,-0.9315406,-1.0886137,-0.30766457,-1.8366175,-0.17600298,1.0762106,-1.3110365,-1.1849962,-0.51409405,-1.047055,-0.71758246,-0.8228052,0.38044897,-0.9514165,-0.363208,-1.1556875,-0.10034844,-1.3743546,-2.2559874
c_1_35_852,-0.8816487,0.7935506,-0.109002955,0.41172516,1.5769036,-1.0153257,0.56991893,-0.42254993,-0.0028526108,-0.66174984,0.65652233,-1.4797571,1.627876,-0.5051724,0.03235642,0.2818657,-1.2429155,-0.38989142,-0.022039244,0.8243968,0.5774016,0.067756936,1.6634792,0.628704,1.0967815,1.758889,1.1436107,1.2474005,0.92748857,-0.6022825
c_1_35_853,-1.2024938,0.09523188,-0.40227342,-0.6505939,0.6058805,0.39005125,-0.30867472,0.114150465,-0.47957686,0.079822846,-0.27264053,-0.71166724,-0.12653105,0.3926185,-1.4810311,0.38049003,-0.8180507,-0.6088519,-1.0261096,0.8109821,0.052791957,-0.47188511,-0.14144017,0.67853034,-0.78170663,0.5517051,0.06984206,0.95808,-0.10910913,-0.28108647
c_1_35_854,1.2178371,-0.19024292,-0.40447536,-0.8360097,-0.3779471,0.10022658,0.47016487,-0.54013634,-0.22033842,-0.38521826,-0.86909705,-1.1860467,-1.0450748,-1.453517,-1.5970074,-1.8389233,-0.58808064,0.03302987,-1.344981,0.553273,0.11220693,-0.67945,0.11124827,0.003239498,0.34398007,-0.34256327,-0.49817625,0.56086147,0.6471186,-0.47079098
c_1_35_855,-1.2721266,-0.57298124,-0.32209036,0.70270604,-1.3426756,0.31520775,-0.30597562,0.26427218,0.30058137,0.23925266,1.122999,-0.17556973,-0.044277508,1.091885,0.29170614,-0.02068704,-0.6007802,0.090157084,-0.31508058,-0.4823402,0.08040714,-0.4583916,1.2180746,0.62861675,-1.0579398,0.23603918,-0.23806067,-0.09006521,0.18791498,0.21714833
c_1_35_856,0.9065637,-0.42582256,-0.4601208,0.19277489,-0.43971682,0.7869913,0.5215677,0.17530008,0.62807024,0.69389164,-0.48491782,0.5962526,-0.4075751,0.3018662,-0.022320885,0.23954105,0.34411752,-0.060400985,-0.9566585,-0.798436,-0.16981518,-0.5266078,0.36921245,0.51504785,0.66554403,0.22481552,-0.1500701,-0.018679574,0.7095662,0.17086008
c_1_35_857,-0.65535825,-0.49427405,-0.8708131,-0.64588,-0.1854049,-0.07192955,0.34774974,-0.592075,0.55419415,-0.41872805,-0.07359633,-0.58808476,-0.049673356,-0.2659116,-0.056268256,-0.13362429,0.16308635,-0.9722201,-0.9543023,1.1052086,-0.4165532,0.04747388,-0.6876001,0.1359483,-0.036167987,-0.65592283,-0.04190859,-0.052672777,-0.094500385,-1.0041395
c_1_35_858,-0.49540606,-0.70792305,-0.24428321,-1.2392915,-0.45079073,-1.360436,-0.2898592,0.4004656,0.3332152,-0.8818897,-0.0053766984,0.08109074,0.14968565,0.20610003,-0.5880724,-0.6858348,0.039310675,-0.10681972,-0.124580055,-0.113981396,0.1665911,0.2301241,-1.8165433,-0.5234026,-0.824569,2.776476,-0.9810447,1.3346941,0.38841724,0.56789047
c_1_35_859,0.63139606,-0.09605404,0.30522433,-0.110586494,1.652634,-1.4165745,1.2842158,-1.2929593,-0.3446796,-0.95833695,1.33218,0.9091844,0.869254,1.0443693,1.3462688,0.88164943,-1.0637478,0.5663781,0.90898895,1.808788,0.5567107,1.6017292,-0.68461984,-0.9409674,0.5946639,-0.63169557,0.4477435,-0.4460021,1.9244707,1.3048987
c_1_35_860,-1.4122108,-0.80509293,-1.1922196,-1.3556553,-0.22869462,0.037409402,-0.38023072,-1.1737585,-0.7880565,-0.63960165,-0.39649147,-1.4676193,-0.97623515,-0.34537125,-1.3680134,-0.68830264,-1.0605704,-1.3707108,-1.1180276,-0.15120932,0.5884095,-0.9431947,-1.6276155,-0.18005951,-1.0477504,-0.68807715,-0.447739,-0.38323817,-0.11497988,-0.879022
c_1_35_861,-0.22635983,-0.94464594,-0.5447034,-0.6624241,-1.5533162,0.30185732,-1.3446028,-0.108928494,-0.8075041,0.8094259,-0.12304789,-0.5930932,-0.71032566,0.33695456,-1.4130101,-0.023747299,0.26147202,-0.62398696,-0.5255954,-0.8885392,-0.2796427,-0.9129746,-0.4370646,0.46555972,-1.0409817,-0.98801756,-0.42983004,0.020799967,0.61257976,-0.21197285
c_1_35_862,-0.16307837,-0.21850547,-0.27554935,-1.0670303,0.5585384,-0.5745336,1.0150737,4.169641,-1.3055317,-0.9783088,0.55865395,-0.06555826,-0.48417485,0.33820137,-0.19089258,0.4878792,0.3969258,-0.9657367,0.07445831,0.32999623,-0.066015236,1.0964236,-1.0064269,-0.98751235,0.14597599,0.060891453,0.35407975,0.6493352,0.79760426,0.5788078
c_1_35_863,-0.6709152,-0.6874543,-0.7200264,-1.1200252,-0.49185517,0.090787224,-0.41418278,-0.013637809,0.33692056,0.93500656,-0.08507478,-0.5405946,-0.515192,-0.2525966,-1.0822133,-0.47752985,-0.8637765,-0.66413146,-0.9613786,-0.28994125,0.2598036,-0.7868608,-0.7706979,0.42578214,-0.7545495,-0.71435034,-1.119927,0.14297326,-0.2718311,0.058075182
c_1_35_864,-0.98667896,-0.5201415,-0.52618337,-0.7553164,-0.21194877,0.26138,-0.3331418,0.03792937,-0.004142067,-0.4663268,-0.17539442,-1.002071,-0.35017234,0.8400033,-1.2577894,-0.16961369,-0.7240848,-0.20702913,-0.46821445,-0.13783632,-0.09448755,-0.7090576,-0.3692792,0.47171944,-0.7605581,-0.26199943,-0.107147664,-0.13377063,0.56566584,-0.07200356
c_1_35_865,-1.2900118,0.14534289,0.67169833,-0.26911467,1.0442498,0.2484179,0.21489464,0.03420127,0.16347015,0.48579773,0.27158785,-0.13475746,-0.10431648,1.1742463,0.09384506,-0.7986631,-0.44378468,0.18551275,-0.075079255,0.12464059,2.068038,-0.20986679,0.3910625,0.2991141,-0.8462902,0.913983,-0.21030237,0.7973336,0.28065982,0.71242124
c_1_35_866,-0.8119721,-1.1107929,-0.5986896,0.24400261,0.18564837,0.21472405,-0.48395374,-0.002709004,-0.6901386,-0.23786043,-0.48680368,-1.3801825,-0.66263855,-0.23051733,-0.72790694,0.35586557,-0.6341636,0.4053934,-0.44380617,-0.45728496,0.036060754,-0.6315662,0.002371042,0.4718467,-0.30932465,1.357187,-0.61888236,0.2628618,0.2634118,0.4264635
c_1_35_867,-0.5598011,0.10855042,0.9567618,0.55120766,0.096856564,-0.4301768,0.4557379,-0.07551035,0.67170095,-0.3485949,-0.16177607,-0.45337123,0.09822414,-0.30916485,-0.25793,0.97639555,-0.6341636,1.6333653,0.12405145,-0.62925124,0.37923813,0.2705346,0.6650559,0.40753233,0.044817686,-0.10401173,0.7403919,0.33722332,-0.15502436,0.19252792
c_1_35_868,-0.7323569,-0.4329109,-0.75000125,-0.57256657,-0.78885293,0.2589922,-0.36070028,0.10936737,-0.21085629,0.39210853,-0.24079093,-0.25191957,-0.30763733,0.029522724,-0.62840575,-0.21243423,1.8162802,-0.14613318,-0.29404947,0.8624836,0.35097706,-0.12107684,-1.1672553,0.47620603,-0.78170663,-0.7599876,-0.78367096,-0.3564221,0.34475577,0.21871178
c_1_35_869,0.5189594,-0.4615359,0.45863974,-0.4215806,-1.7009795,0.80868304,-1.3123505,0.10601244,-0.118809395,0.43453634,-0.7030615,1.6926591,0.36667588,0.10096283,1.2744787,0.26311797,1.8170811,0.31642577,-0.4663271,-1.2665677,0.06479973,-0.5604334,-1.1806979,0.1512932,-0.6748708,-0.4623932,-0.592785,-0.00045002694,-0.32293588,-0.8093555
c_1_35_870,-0.46463332,-0.7038113,-0.38036022,0.6391862,0.031708077,0.044565838,-0.62525487,0.23797652,-0.12571752,-0.4459005,-0.060669515,-0.0970945,-0.6766684,-0.5051724,-0.9998365,1.9859173,-0.13666925,0.5125602,-0.50246304,-0.10871728,0.38004038,-0.42023966,0.297914,0.5699584,-0.5121404,-0.12957065,0.16816552,0.2682877,0.98699033,-0.0708392
c_1_35_871,-0.7722705,-1.2267876,-0.025716018,0.32847145,-1.7916815,0.47871777,-1.1212146,0.24178652,-0.68917763,0.43125254,0.03616849,0.19278744,-0.99225396,-0.072738454,-0.5176363,-0.7292802,1.0358698,0.2531405,-0.40127575,-0.34226298,-0.023485184,-1.3052584,-0.86525816,0.7555773,-1.208936,-1.1393065,-0.44270518,-0.20043151,-0.40692797,-0.6439993
c_1_35_872,0.03140157,-0.72446173,0.7986714,-0.11304386,-1.1001067,0.9074571,-1.353919,0.5352035,0.9286869,0.9908253,-0.77718073,1.6311721,-0.3136673,1.0116433,0.31174296,0.5142177,2.0444543,0.7679824,-0.7800614,0.031006651,0.84565496,-0.6543514,-0.6745259,0.7665885,-0.9416676,-0.8408016,-0.6494426,0.15928097,-0.15801986,-0.06909335
c_1_35_873,1.2797786,1.7546091,3.4249809,1.5180284,3.2808027,-0.50375825,2.9832366,-0.08711607,1.487921,0.17471834,1.4532723,1.8298953,1.5376085,1.9944996,2.4356494,2.0360417,1.073926,2.604575,3.1364765,2.8431616,2.5939288,3.42642,0.59528667,0.35385934,2.3126347,0.8252465,1.5526462,0.8450667,1.6726911,1.1683564
c_1_35_874,0.83132195,-0.35298514,-0.08744471,-0.14275447,0.07632577,0.13449489,-0.28451738,-0.06973331,0.13634847,0.3972896,-0.3982933,-0.92566943,0.08294869,0.36304182,-1.2562009,-0.44514155,-0.12446432,0.03302987,-0.9708488,0.95237607,1.1304951,-1.4473621,-0.4406797,0.113594264,0.40590212,-0.7184572,-0.78895116,-0.029291697,-0.3116548,0.29572353
c_1_35_875,-0.9812627,-0.72446173,0.04574999,-0.9674797,-0.085332416,0.35227242,0.41549233,-0.3923635,0.4657515,0.018879363,-1.0380572,-0.3399974,-0.6608905,-0.51630384,-0.68353516,-0.45551887,-0.0061870785,0.10028166,-0.9053967,0.6428048,-0.74528235,-0.66896135,-0.99569654,-0.10847842,-1.051142,-0.14160794,-0.6453897,-0.4610523,0.38607934,-0.46401477
c_1_35_876,1.3143287,1.7763959,2.6364098,0.7022826,3.148878,-0.12699878,1.346534,-0.062143482,0.5040773,-0.049676597,1.1414851,1.9148518,1.653048,2.3099706,1.8771907,1.5456322,1.1873541,1.9374355,2.4431314,2.0091555,1.7811302,2.9855697,0.53407913,0.7603897,2.046859,2.2512183,0.93981695,0.69140476,2.702273,1.0780712
c_1_35_877,-0.83651465,-1.0904585,-1.0873116,-0.66875947,-0.99475265,0.1971578,-0.8127027,0.5482798,0.36315873,0.7171027,-0.36345392,1.5521826,-0.21029395,0.29682404,-0.6744863,-0.25578734,0.23602663,-0.67378014,-0.24916026,-0.9988941,1.2458227,-0.26969516,-0.4921052,0.59679323,-0.9287303,-0.3844505,-1.2261335,0.05222472,0.117673144,-0.50562584
c_1_35_878,-1.318046,-0.74534386,-1.0335883,0.03547747,-0.104366176,0.65840966,-0.29253584,0.21654873,0.11421874,0.1551929,-0.12931858,0.25089863,-0.13071969,1.1278477,-0.5993574,0.26499757,0.62852883,-0.7622347,-0.795343,-0.52371645,-0.31201935,-0.9478771,0.2122466,0.61909837,-0.64315075,0.67699903,0.24968046,0.10899935,0.016227456,-0.94489604
c_1_35_879,-0.56921256,-0.6551658,-0.3586273,-0.67511356,-0.80173695,0.21722129,-0.36070028,-0.0289886,-0.088739336,0.0005554237,-0.29559097,1.6501197,-1.1608438,0.23574899,-0.52129936,-0.51022184,1.2323273,-0.4283802,-0.71363187,-0.40199968,-1.0986627,-1.1251452,0.5334908,0.6588394,-0.9908121,-0.18131119,-0.46365732,-0.19520198,-0.2420413,-0.41175544
c_1_35_880,-0.27287063,-0.49794757,-0.6225124,-0.08676754,-0.038422123,0.47275236,0.19632336,-0.24312292,-0.3917084,0.07095709,-0.6054194,0.26969865,-0.4599706,-0.7860797,-0.6822404,0.10841521,0.24284267,-0.40207732,-0.63484806,0.07475157,-0.8447012,-0.29475787,0.20763662,0.2907568,0.27847058,0.84347373,0.026895048,0.39917764,0.5429165,-0.10246615
c_1_35_881,-1.1733242,-0.12291145,-0.6225124,-0.92782515,0.7156986,0.2217903,-0.19337255,-0.4294609,-0.8854189,-0.12094337,-0.28195828,-0.5771073,-0.63828456,-0.12501702,-0.9325212,-0.47172377,-1.0925621,-0.5956796,-1.0432076,0.033461872,-0.0006166783,-0.6836584,-0.21016997,0.30655554,-1.0275006,-0.24198134,0.023084883,0.27649316,-0.24671814,-0.34172654
c_1_35_882,-0.5514812,-0.7707159,0.2594489,-0.16341792,0.27115715,-0.029450519,-0.15062447,0.27882847,0.56209725,-0.16608001,-0.46336377,-0.022945657,0.2648039,1.3070201,-0.28138557,0.94715905,-0.3626707,0.23399344,-0.6368858,-0.064509496,1.3970342,-0.42402846,-0.03686681,0.7956409,-0.5121404,-0.19082727,-0.1476567,0.10244542,-0.44417626,0.79436433
c_1_35_883,-0.37194815,-0.74954885,-0.11491342,-1.031154,-0.2796725,0.29253367,-0.55329764,-0.022322087,-0.8864962,0.29621705,0.2747805,-0.22054508,-0.998289,-0.08819886,-1.18097,-0.11891287,0.028028594,0.2531405,-0.93554354,0.49527314,-0.74923015,-0.07620201,-0.40435708,0.550304,-1.3894986,-0.55772316,-0.3155025,0.46842977,-0.24359916,-0.30453694
c_1_35_884,0.12705126,-0.5127142,0.18837406,-0.08191363,0.1026889,0.6045569,0.09191498,0.15106739,0.37457788,0.6902845,-0.7242569,-0.24254361,-0.44875923,0.44619867,0.45330754,0.73780817,-0.4723369,-0.19893616,-1.2784921,0.24764071,-0.07971613,0.084791094,-0.5901838,0.5461873,0.44084412,0.8172618,-0.14344148,0.27074596,1.0047076,0.9327447
c_1_35_885,-0.8489267,-0.89392066,-0.46687815,0.3859565,-0.78457457,0.49297905,-0.8197497,0.0041230326,-0.057190157,0.07896727,-0.42004648,0.3854783,-0.5102673,0.029522724,0.35586235,-0.26561627,-0.17579426,-0.34682184,-0.9566585,-0.082598284,-0.43712896,-0.59269756,-0.8527404,0.27862692,-0.10847779,0.69589704,-0.537967,-0.12906344,0.9091346,0.06361042
c_1_35_886,-1.0744549,-1.4830226,-0.57273173,-1.1025395,-1.2835815,0.20278755,-1.0924957,-0.09825835,-1.0070317,0.20698613,-0.19722146,0.22169977,-1.3284047,0.38893464,-1.751919,0.12800996,1.0018439,-0.80454665,-0.7909658,-1.8123204,-0.19239248,-0.45647,-0.26159352,0.40313053,-1.2016988,-0.6138193,-1.038297,-0.17108685,0.23978405,-1.8177556
c_1_35_887,0.18277185,0.90407807,0.027131017,-0.7095876,0.841793,-0.5696872,0.9308561,4.2732077,0.81803215,-0.00885365,0.6617598,0.48443016,0.31628636,2.3668542,1.0841054,1.3509014,0.3473564,-0.64302725,1.041204,0.018689057,0.5290776,0.6713833,0.25595728,0.78505176,0.12524971,1.2472388,0.12614015,0.65116084,1.5694379,0.6785609
c_1_35_888,-0.5566763,-0.66720855,0.12614025,0.36877048,-0.70062315,-0.07217269,-0.2871862,0.32808733,0.13099197,0.27839863,-0.10745907,-0.4712898,0.123467006,2.0734322,-0.5594374,0.81889546,-0.6812865,-0.04663214,-0.76921046,0.091515735,-0.17288084,0.584674,0.9735613,1.273799,-1.1980883,0.74911016,0.09926768,-0.16687214,0.82650113,0.7951999
c_1_35_889,-0.19941364,-0.4082202,-0.74749017,-1.0565845,0.9228722,0.4997777,0.18384112,1.524898,0.843814,0.32902956,0.03111399,-0.45807183,-0.24963489,1.6553131,-0.16495115,0.844451,-0.2911678,1.0618947,-0.4159757,0.10340736,-0.16267852,-0.22556365,0.2473031,0.6481897,-0.46912092,0.20830171,-0.23806067,0.098153904,-0.078542426,-0.82252
c_1_35_890,-0.51253253,-0.5922223,-0.60819286,-0.92247343,-0.21863273,0.12423417,-0.56253093,0.4146693,0.5965375,0.4178151,-0.18749006,-0.13475746,-0.5316814,0.5037262,0.14439519,0.29306674,-0.15923128,0.0002529645,-0.41413295,-0.011177809,0.1221105,-0.65851676,-1.2371799,0.5772011,-0.39305446,-1.2832983,-0.9810447,-0.4552353,0.013456904,-0.40513054
c_1_35_891,-0.07255374,0.42954963,-0.0029371693,-0.10567901,-0.12034848,0.3618344,0.39878064,0.25027716,0.13039558,0.38441277,-0.27179584,0.403758,0.34275964,0.115608685,0.5374465,0.100545734,2.2331524,0.40153047,-0.7627252,0.16646147,0.20675945,-1.1327099,0.045033365,0.3629032,-0.8935065,-0.9128393,-0.48634553,0.2376925,0.00373269,0.37445942
c_1_35_892,-0.9085682,-0.42936337,-0.67569613,-0.47752798,-0.4250336,0.3889853,-0.032506697,-0.1775137,-0.6020629,-0.4228728,-0.6377659,-0.034482487,-0.7681136,-0.21733692,-1.2785293,-0.84741944,-0.7294966,-0.5565513,-0.81293917,0.18705796,-1.0485566,-1.0143763,-1.2298137,0.14477189,-0.6923509,-0.47818053,-0.7749072,-0.25796357,0.29289773,-0.69081813
c_1_35_893,-0.4470293,-0.6273655,-1.0816039,-0.5809307,0.12875487,-0.11581264,-0.2898592,-0.7813156,-0.04195995,-0.51924634,-0.09662059,2.2605581,-0.84994173,-0.39270073,0.51137084,-0.33409053,-0.45325872,-1.4680337,1.1104412,0.4656495,0.5185336,-0.17362468,-0.591312,0.0033226076,-0.89987254,-0.16066648,-0.47459778,-0.007429591,0.19302973,-1.5490885
c_1_35_894,-0.2922083,0.0076584825,-0.3306415,0.25701308,0.91673493,-0.05248579,1.1756089,-0.038257778,-0.2783555,-0.6702132,-0.06446261,-0.6874175,-0.21753003,0.08893453,-0.17033559,0.874557,-1.1480982,-1.0158496,-0.3939625,0.8901891,-0.58661264,0.49219662,0.8014514,0.7164005,-0.32182488,1.5012916,0.51585263,1.1031343,-0.40692797,0.059182856
c_1_35_895,0.025595607,0.4539582,0.35186732,0.24661084,0.6407622,-1.0107468,0.97135717,2.692197,-0.2775994,-0.84268504,0.82810086,0.06643146,-0.11817657,1.0525028,0.3807648,0.28840393,0.03555673,0.1389752,-0.13916259,0.32574278,0.13197066,0.53372526,-0.20790944,-0.69654655,-0.18539515,0.43786687,0.6981744,0.21682827,-0.08578173,0.80895275
c_1_35_896,-0.93857265,-0.7878251,-0.60581374,-0.23504333,-0.12034848,0.32590583,-0.48395374,-0.3142524,0.3118863,-0.336866,-0.61748666,0.761653,-0.5184811,0.27150565,-0.80526245,0.35769522,-0.3740673,-0.2102734,-1.148683,-0.2529629,0.31989154,-0.35854825,-0.41961145,0.14826529,-0.97103375,-0.738656,0.11585516,0.32721272,0.5221284,-0.3755247
c_1_35_897,-0.60848755,-1.1469219,-1.1773953,-0.8575226,0.079270184,-0.021678116,-0.36070028,-0.62828946,0.59699214,-0.8302434,-0.82933277,1.3796681,-0.3532403,-0.17231409,-0.80526245,-1.1792637,0.39850512,-1.1979264,-1.4723555,-0.20558661,-1.8566369,-1.493681,-0.8952723,-0.30770412,-0.5977464,-1.2298687,-1.5048304,-0.6072609,0.12558988,-0.90293014
c_1_35_898,0.045107894,-0.37007064,1.1391101,0.29864174,0.8858037,0.76805854,-0.22413462,0.72209156,-0.07121488,0.5029425,-0.45963934,2.0948627,0.07783516,0.54743165,0.93341106,0.39681068,3.2193382,1.2301874,-0.37036073,-0.5626616,1.091501,0.2876531,-0.5677783,0.43455917,0.95358825,-0.14505933,-0.8739054,0.11568697,1.5399113,0.2051289
c_1_35_899,-0.9254589,-0.7120442,-0.426592,1.0088567,-0.28655544,0.71534604,-0.9249677,-0.16564089,-0.56055355,-0.16539508,0.1679075,2.5103643,-0.52177405,0.2587774,-1.1001856,-0.09800265,0.11481439,-0.4178278,-0.2818734,0.10340736,-0.8543342,0.24318565,0.08285408,0.008317007,0.39289975,0.87882096,-0.63650787,0.0021454024,-0.34730753,-0.8545448
c_1_35_900,-0.6009839,-0.84011644,-0.3392209,-0.4109838,0.20244744,0.21449701,0.12878838,-0.07656248,-0.05785537,-0.04904872,-0.3205471,-0.46561503,0.3869851,0.16049197,-0.04181621,-0.039086934,0.5856614,-0.6088519,-0.6267166,0.32999623,0.009787695,-0.87628096,-0.99712354,0.31229055,-0.9287303,-1.6325634,-1.027096,-1.1338234,-0.74964976,0.35227537
c_1_35_901,-1.1165122,-0.42582256,-0.8760795,-0.06621276,0.4707997,0.09777306,-0.8232829,-0.41535026,-1.1668518,-0.7112912,-0.4531393,-0.27856752,-0.44556585,0.88077956,-0.3679503,0.46932283,-0.5355711,-0.3708543,0.1412911,-0.38690242,-0.364799,0.86786014,0.3123446,0.54453826,-0.80610603,0.79988927,-0.1873085,0.37956622,0.041005563,-1.2137293
c_1_35_902,-0.91764134,-0.41876152,-0.3263622,-0.30037493,-0.5413446,0.49036986,-0.27387783,0.06333831,-0.26779693,-0.066424966,-0.5335798,0.7052143,-0.24083585,0.024070852,0.43773437,-0.68460083,1.3577262,-0.7264979,-0.6553086,0.11050899,-0.43254086,-0.33649093,-0.50923455,0.26009122,-0.96447694,-0.061776474,-0.23551801,-0.19198802,-1.2550324,-1.022513
c_1_35_903,-0.40194365,-1.5989443,-0.12083766,-0.30574068,-0.78457457,0.80186474,-1.3169247,-0.18528408,-0.21012923,-0.43203637,-0.50671315,2.3044112,-0.6400156,-0.14214142,0.43078482,-0.22754675,2.0941277,-0.055803776,-0.77137625,-0.9587998,-0.32619327,-0.9106653,-0.32762113,-0.05452283,-1.0275006,0.049924344,-0.4944704,0.063358076,0.3423708,-0.41241914
c_1_35_904,-0.49540606,-0.33942884,-1.3929546,-1.7240944,-0.22869462,0.45174465,0.22513482,-0.7809395,0.7677485,-0.9751685,-0.93921185,1.839185,-1.6822411,-0.758655,0.16359738,-1.5255514,0.58132577,-0.7029381,-0.9472492,-0.8923803,-1.6539499,-0.47188511,-1.8096726,-0.75364554,-0.9776086,-1.3387731,-1.1944607,-1.3696132,-0.1386217,-1.2711679
c_1_35_905,0.39873034,0.46275526,0.04203646,0.13098997,-0.08849401,0.2938352,-0.072663985,0.03768114,0.36211705,0.32689887,-0.17459056,0.4447843,-0.40443647,-0.6378464,1.1994787,-0.08447769,1.4031199,0.12184773,0.02975158,-0.00867252,1.1125357,-0.34749532,-1.019392,0.14315695,0.0035709334,-0.20856892,-0.24124391,-0.042548448,0.24727285,-0.015541961
c_1_35_906,-0.90469486,-0.89847535,-1.1922196,-0.83173215,-0.61166614,0.038496953,-0.5687115,-0.4184776,-0.50097257,-0.5641579,-0.18910891,1.2134731,-1.0533066,-1.0209609,-0.23908573,-0.38464502,0.6925967,-0.41431943,-0.8688518,0.14100526,-0.43942714,-0.68155307,-0.89056885,0.17562792,-1.102599,-1.5235713,-1.0640336,-0.4586521,-0.10617959,-1.1451998
c_1_35_907,-0.271997,-0.09605404,0.5135473,-0.5409234,-0.5260041,0.64012396,-0.051298853,-0.5054912,0.26456004,-0.53721124,-0.1238308,0.80106914,-0.23790987,-0.040632438,0.59462905,0.1581659,0.010990892,0.3270489,0.25832784,0.17564094,0.07674454,-0.8446144,-0.7946496,0.049717117,-0.28451627,0.12943076,0.45324394,-0.042394843,-0.46821308,-1.0664626
c_1_35_908,-0.38781428,-0.8445413,0.24401076,-0.3656509,-1.2888917,0.36472753,-1.353919,0.4893324,-0.43673956,0.50667644,-0.8225972,0.8166331,0.25056705,0.32196045,0.5088342,0.5098411,1.9041194,0.24495152,-0.5745838,-0.40503263,0.22658126,-0.42023966,-0.9646007,0.12183028,-0.88715696,0.17516637,-0.9711973,-0.1831494,0.536373,-1.184139
c_1_35_909,0.17880753,-0.447168,1.5040004,-0.4551203,-1.7394173,0.22557451,-2.1050568,0.28387585,0.28974548,1.4311457,-0.8014189,0.59968996,0.0010979266,1.4458251,-0.58557045,0.7006947,0.84338874,0.48648417,-0.8151485,-0.4729087,-0.5165825,-1.8046688,-0.82926875,0.7517016,-0.8338541,-0.5254524,-0.15430184,-0.08560192,0.32920638,0.8064572
c_1_35_910,0.1708491,0.9366755,0.0102601815,-0.89063424,-0.104366176,-0.98340607,1.1354548,4.4450026,0.96465456,-0.8438219,0.5015751,0.7685379,1.0245092,0.7867099,1.0834168,1.4626464,0.19465889,-0.19893616,0.9230754,0.78388876,0.5109727,-0.19599782,-0.4947707,-0.40361667,-0.16182601,0.3907703,-0.40858725,-0.4544837,0.696406,0.1988365
c_1_35_911,-1.1886114,-0.907618,-0.6201202,-0.7852277,-0.45449412,0.30064985,0.045360394,-0.22431563,-0.980644,-0.782689,-0.3866109,1.1419384,-0.4599706,-0.103728205,-0.23908573,-0.48101774,-0.19668442,-0.641117,-0.14078873,-0.23891537,-0.86400855,-0.39200708,-0.7037822,0.49482328,-0.9612053,0.6607281,-0.27666283,0.2895354,0.020376496,0.031900663
c_1_35_912,-1.3756098,-0.8445413,-0.8161453,0.12383211,-0.49185517,0.006176236,0.16074306,-0.34868792,-0.776897,-0.7425539,-0.48209286,0.84538466,-1.246498,-0.9068826,-1.0304446,-0.77960324,-0.81240463,-0.9038726,-0.21019994,-0.41720852,-0.6690118,-1.1050868,0.03171612,-0.0017698696,-1.0647568,-0.03082358,-0.06586354,-0.12517528,-0.53303736,-0.5682553
c_1_35_913,-1.4281538,-0.6077596,-0.47365305,-0.6671739,-0.03532841,0.14289124,-0.8807241,-0.37147447,1.0216755,-0.40637094,-0.4485092,-1.118225,-0.1349155,0.42437878,-1.1456257,-0.5849189,-1.191586,-0.15247762,-0.58451396,-0.5045166,-0.4417269,-0.45263112,-0.3470996,0.33511165,-0.94491255,-0.5163245,-0.07334738,0.7953245,0.020376496,-0.73773956
c_1_35_914,-0.8727737,-0.7622202,-0.7981729,-0.7835554,-0.7590675,0.22426969,0.26155064,0.43568242,-1.0935742,-0.048421163,-0.42278272,0.6827634,-0.13771693,0.86474067,-0.63985515,-0.00035595256,0.029913211,-0.59755766,0.04774325,-0.36595014,-1.0425572,0.10630191,-0.3882329,0.60283256,-0.6982058,-0.03213169,-0.6389253,-0.20266053,0.08303382,-0.7257432
