cell_id,CASP8,CD163,CD38,CD55,CD93,CTLA4,CXCL17,DUSP5,EZR,FAS,FGF13,FHIT,HBB,HDAC4,HSP90B1,ITGAX,KLRK1,LAIR1,LGALS3BP,MS4A6A,OSMR,PGK1,PNOC,SAA1/2,SOD1,SREBF1,STAT1,TNFSF13B,TP53,XBP1
c_1_18_12,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,2.4223733908504577,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_13,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,4.521599089529694,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,3.2326684705041826,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_14,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,7.562846499694563,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_15,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,5.579803567318753,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_16,2.7106436973730443,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,2.03400775411185,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,1.2319202331305532,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,1.1781906310060384
c_1_18_17,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_18,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_19,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,4.477535702454673,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,6.82099338403319,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,4.520523190071573,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_20,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,3.8083999025041866,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,8.095796443074518,-0.20585613721225138,-0.37017760188379684,-0.18541000158573423,-0.16450389920770375,-0.27041055502280886,-0.1973853945554584,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
c_1_18_21,-0.1521793336335913,-0.15394842686760157,-0.1839793500411344,-0.22775960611091423,-0.13565769525119714,-0.20129264412850278,-0.16349458667624275,-0.17142620553324175,-0.28413134958936564,-0.16565775689281778,-0.12462405183000504,-0.15689871272429515,-0.14247098937948702,-0.1983577069046602,-0.2810048349662678,-0.16402616909859025,-0.1520995209025552,-0.20585613721225138,2.3824638628399444,-0.18541000158573423,-0.16450389920770375,3.5384959261108277,5.773666067805774,-0.20942009164303008,-0.28028445422822446,-0.15626339545488635,-0.2782328629466125,-0.15626715058893487,-0.167775857857805,-0.27908285800607857
