cell_id,4-1BB,CCR7,CD11b,CD123,CD138,CD14,CD163,CD40,CD68,CTLA4,FABP4,FOXP3,GITR,GZMB,ICOS,IDO1,IL-18,IL-1b,IgD,Ki-67,LAG3,LAMP1,PD-L1,PD-L2,STING,VISTA,Vimentin,iNOS,p53,pan-RAS
c_1_39_2290,-0.5328727,-0.390177,0.95635045,0.31307554,0.26263636,1.9099823,0.65415376,1.0931638,1.3063289,-0.80679834,0.28684098,0.7725784,0.054070428,0.6340591,-0.3109729,2.9473524,0.42859876,-0.15487026,0.03327913,-0.61910594,-0.038827628,0.8222426,0.8570722,-0.34168628,1.4983697,1.1626529,1.2026519,-0.29216874,1.1654984,0.56856894
c_1_39_2291,2.3399425,-1.070075,-0.69834757,0.83539015,0.0605681,2.8430605,-0.24496599,1.4027605,1.2771814,0.24551356,-0.201855,0.10651456,-0.63712746,0.40605515,-0.6475395,2.5673149,1.0636339,-0.7008199,0.08375437,-1.2395183,-0.36222157,0.6762916,0.48048812,-0.39436316,0.6126826,2.106285,0.33671132,0.031776506,0.90705955,0.42594135
c_1_39_2292,0.8884391,-0.6808955,0.0038786866,0.27803034,0.37284237,1.0658488,0.48786262,1.42507,0.64556724,0.18050979,-0.13079442,0.18569805,-0.67616004,1.0195878,-0.20357658,4.5564737,1.1401461,0.033515822,-0.49538073,-0.50941765,0.4121756,1.0213616,0.68314856,-0.09169309,0.8670459,1.6083724,0.5767227,0.13562885,1.8006679,0.25180995
c_1_39_2293,-0.2593106,1.8681971,-0.16569003,0.8952117,0.12573963,1.4777601,0.40060455,1.9612417,1.4281526,-0.023432834,0.69522214,0.6623162,-0.69883245,1.0166831,-0.5621946,3.915311,1.2359737,-0.42223525,0.3110337,0.053781282,-0.28331268,0.80381006,0.18540426,-0.20639588,0.84348714,0.6862421,0.7980874,-0.10820375,3.101333,1.3783381
c_1_39_2294,-0.015677553,-0.7242751,0.06566759,0.45981964,0.5262751,3.0504785,0.42641973,1.0412769,1.0753587,0.8301727,-0.01825496,0.55400926,-0.049734913,0.5873034,-0.6522312,2.4393969,0.5566272,-0.07682581,0.20565583,0.04892045,0.71975195,0.70244026,0.7142293,0.26417232,0.996523,1.3219914,0.69296324,0.098214775,0.84026736,0.35599837
c_1_39_2295,-0.5864395,-0.56096756,-0.38629076,-0.08571364,0.64538157,0.32574236,0.41539377,-0.13386531,0.5021746,-0.5621599,0.6827359,-0.05960946,0.3807889,-0.14508757,-1.0651146,1.8167074,-0.26703382,-0.24145526,-0.1350961,-1.1796417,0.17658307,0.507414,-1.1837194,0.06646417,0.882186,0.5891962,1.1258574,1.1999769,0.6614299,-0.0061934595
c_1_39_2296,-0.07903074,-0.39978302,-0.053267486,0.5634778,0.32903287,2.359156,0.87070733,-0.070385695,0.7756388,0.37530276,0.16959257,0.31249917,0.02688831,0.72923297,0.12504688,1.7471366,0.3655766,0.17567667,-0.53370905,-0.7249803,0.036159914,1.0768375,0.5946396,0.3220689,1.4862769,0.53407687,1.057647,-0.501947,0.6514481,1.0173354
c_1_39_2297,1.7087575,0.36396894,0.15552928,0.9669666,1.2007719,0.643825,0.28047594,1.5250384,0.66749054,-0.15475783,0.43844992,0.6623162,0.121363334,1.1958923,-0.53508806,1.1625749,1.2744577,-0.060432058,0.33551517,-0.18631116,-0.30723095,1.1480958,0.42886713,-0.08058711,1.0027544,1.185883,0.5585112,-0.17974703,1.7352943,1.222333
c_1_39_2298,-0.114592254,-0.97979885,0.046952996,0.47364587,0.1356538,0.76819736,-0.5302416,1.1457434,-0.07354437,-1.1173176,-0.048810054,0.7400197,0.16268027,0.34597498,0.48162326,0.824474,0.51100945,-0.84816676,-0.29129148,-0.95120203,-0.61795115,1.3137989,-0.1785448,0.04827479,0.7693815,0.5109675,0.44783065,-0.80805606,0.08496753,0.30517718
c_1_39_2299,-0.352845,-1.0983596,-0.599207,0.6477988,0.26326,0.9914685,-0.01749768,-0.10679847,0.4757884,0.0639475,0.25745964,0.464079,0.16044109,0.2666517,-0.37795946,1.9711139,0.32582498,0.016709981,-1.062565,-0.9799569,-0.23492283,0.9099772,0.07385349,-0.12119303,1.4425945,0.50764585,1.5514907,-0.5033306,1.2052082,0.71733224
c_1_39_2300,1.2369123,-0.39978302,0.39804867,1.3026135,0.5995585,2.5744283,0.99407077,1.5928406,1.5878105,1.138753,0.5371405,1.4585845,0.30197158,1.7102392,0.37489554,3.033397,1.2524205,0.95362496,0.72470504,0.15059263,0.821668,1.5647229,1.231269,0.14173251,1.4944063,1.0710124,0.80513614,0.090031095,1.7236208,1.3825084
c_1_39_2301,-0.14366138,-0.26800558,0.319679,1.0045953,0.96986705,0.7210149,0.13030884,1.1112787,0.10876974,1.0030705,0.42357957,0.62389845,0.8790212,1.1722934,0.5975629,1.9989483,0.8115147,-0.14356221,-0.051373247,-0.7465979,0.40076524,1.2511561,-0.0085494295,-0.19375756,1.0349635,1.9345008,0.5202234,0.3436476,1.946009,0.86160755
c_1_39_2302,1.2762563,-0.586454,0.61448133,0.98941016,0.24573089,0.67351574,0.41355067,1.0419558,0.17171359,-0.43399882,1.0806011,0.69454694,-0.21575122,0.5973856,-0.66871625,0.99509376,0.86740315,-0.3957258,0.31879956,-0.45233884,-0.24600701,0.6863196,0.07385349,-0.12221585,0.75476277,1.2405245,0.36332923,-0.29590383,1.8643427,1.0160536
c_1_39_2303,-0.19009466,-0.16040006,0.7059922,0.9224966,0.55334675,1.4842383,0.1239959,1.6855373,0.2015829,-0.6601701,0.5745729,1.3145796,-0.84889185,0.4984329,-0.5171679,3.8295488,1.1935477,-0.43368798,0.31879956,-0.40934733,-0.26210475,1.2402688,0.14407578,0.22667226,0.8725776,0.30666235,0.82620484,0.14162968,2.1885474,1.6216575
c_1_39_2304,-0.30939662,-0.99587613,1.0741416,-0.096762486,0.016526185,1.9104617,-0.13774052,0.61424434,0.5702791,2.1729364,-0.020787062,0.35364565,-0.27287155,0.5731292,0.18929437,2.763653,0.060328357,-0.6965387,-0.39244023,-0.10533091,2.0399246,0.613184,0.17561714,-0.0685239,0.8669305,0.40033072,0.63624805,0.24095102,0.5675092,0.17161931
c_1_39_2305,3.3977284,-0.44662586,1.1480416,1.0762036,0.51401544,1.9441361,0.19448666,2.2983985,1.2862211,1.6809528,0.18015614,0.34084547,0.90253514,0.8731397,1.9674894,2.190366,1.4998821,-0.7733441,0.1113786,-0.5117627,0.08420995,1.6906447,1.523419,0.63088894,1.3639394,1.0197655,0.8093297,-0.23939276,2.0793679,1.2662959
c_1_39_2306,-0.4089663,-0.84374946,-0.7405238,0.46737075,0.2893037,1.4604387,0.77139556,0.3325646,0.9106631,0.42500788,-0.071967535,0.07594528,-0.06256017,0.38952953,-0.66163814,1.0236636,0.90054643,-0.15713896,-0.481455,-1.2899344,0.005094797,0.572277,0.324635,0.07123039,1.054584,0.6778061,0.7213108,-0.33746418,0.48393917,-0.16188101
c_1_39_2307,-0.38561422,-0.5779182,-0.09587119,0.44464678,0.34413108,1.4793818,0.32510716,0.675699,0.6357492,-0.21562581,0.28796402,0.07594528,-0.1209515,0.3866464,-0.1003147,0.59182024,0.65482724,0.2693836,0.3959722,-0.3365917,0.29665568,0.24803346,0.33207417,-0.6819188,0.60041434,0.37309408,0.4487649,0.47866687,0.30412382,0.29055232
c_1_39_2308,1.0263689,0.13390058,0.61920446,1.6355109,0.92690814,0.34597617,0.90919244,1.0637583,0.5773743,1.0071834,1.088832,1.6201577,1.0998101,1.8199722,0.33781454,1.0750194,1.626164,1.3875453,0.65804404,1.9758264,1.0706038,0.2482913,1.7240647,1.1864464,0.7235421,1.7847186,0.11965599,0.9251607,0.9808375,1.7963996
c_1_39_2309,1.4059901,0.84206057,1.2989732,1.8013971,0.82292217,0.6396356,1.9248788,0.8305809,1.3824753,1.4351746,1.7798198,1.8687295,1.950895,1.4611374,1.0382501,0.9109477,2.1574147,2.0165937,1.1221069,1.585207,2.1549973,0.5238072,2.259581,1.8982813,0.9245977,2.0086033,-0.5174956,1.1023445,1.9854794,1.9951082
c_1_39_2310,-0.34233108,-1.2687625,-0.4081686,0.9474167,0.70371085,0.50989896,-0.21273023,0.90723187,-0.33720553,-0.719435,0.05165577,0.3369952,-0.68501204,1.0294418,-0.039838184,5.5632253,0.17036185,-1.2355753,-0.22966208,-1.4164965,-0.16106448,2.0340245,-0.35917568,-0.33392808,1.2548355,-0.29564714,1.0707562,-0.028248312,1.3334223,0.71558386
c_1_39_2311,0.19618192,-0.9931865,0.49767905,0.1825209,-0.14244159,2.5714433,-0.27768815,1.2289162,0.5894821,0.12945905,-0.19777992,-0.38681284,-0.4628211,-0.09617458,-0.65458,2.3414886,0.9710664,-0.56887555,0.4629237,-0.66219324,0.5568504,0.834511,-0.57465297,-0.08058711,0.63007915,0.5009876,0.4274752,-0.6099762,1.3148991,0.8140292
c_1_39_2312,0.91614234,0.5119938,0.563727,1.7363836,1.0875863,0.36373132,1.3676825,-0.10408984,1.3672582,1.1174546,1.1950803,1.1988742,0.9165579,1.5096462,0.66450906,1.0665462,1.8851886,1.6075993,1.1111501,0.8276875,1.369191,0.014895975,1.369389,1.5113097,1.1556643,0.81909883,-1.8391421,0.5505945,1.3239403,2.435061
c_1_39_2313,-0.7370612,-0.69675505,0.26755896,0.78403103,-0.27352092,0.43919584,-0.9502399,1.0189393,0.04583444,-1.0267575,-0.2623832,0.012468506,-0.3205735,0.2943257,0.022958288,1.2157551,-0.44394428,-0.8436097,-0.37176773,-1.0896931,-0.30343905,1.2379797,-0.29847118,-0.0645142,1.1598225,0.099247955,0.70925975,-1.1244303,0.39880288,-0.19472711
c_1_39_2314,1.0829393,-0.3169769,0.64917105,1.025698,0.37699953,1.531704,0.3308618,1.8766632,1.4784586,-0.48630863,0.0663923,0.756903,-0.111958236,1.2339053,-0.50380635,2.2353277,1.340242,-0.009791038,0.052740052,-0.9550148,0.13665527,1.4985279,0.8431014,-0.026720805,0.8683162,1.15773,0.62186074,0.6425963,0.77814025,0.91306645
c_1_39_2315,0.25021595,-0.15367575,-0.34323618,0.83322674,0.8116699,0.34559652,0.64919734,-0.07798177,0.7342675,0.13728242,0.6094855,1.2269988,-0.045737647,0.33057603,0.25036335,0.2817151,1.1160494,0.6954569,1.0148847,0.8255409,0.46288592,0.01063244,0.4592393,0.5146403,0.69249314,0.9571684,0.1353857,-0.25519973,0.74527186,1.1856523
c_1_39_2316,1.16532,-0.41720513,-0.06383426,0.68027055,0.7983893,2.2964723,0.30387622,1.3718284,1.2071774,-0.008881921,-0.25821093,0.7002677,-0.24460402,0.68789417,-0.069906205,2.6126168,1.2833813,0.33108103,0.15418114,-0.15943478,-0.20438835,1.0149609,1.4474307,-0.035624105,0.90408826,1.5983381,0.6600353,0.23810035,0.95501906,0.47617525
c_1_39_2317,2.1084836,0.6857068,1.3481855,2.5165224,1.1632434,1.3977296,2.288467,1.5570575,1.1015271,1.6600441,1.6936516,2.1553762,1.2145545,2.0835652,0.8891272,1.5068555,2.2770615,2.195383,1.6708751,1.8119453,2.1859927,1.0100284,2.913345,1.8948925,1.0041676,2.0991096,0.8310744,1.2846291,2.269289,1.4888378
c_1_39_2318,2.6390781,1.6504128,-0.23368932,0.6442941,0.6342766,2.0255978,-0.9023544,2.506264,0.89506865,-0.36754182,0.7389237,1.0655199,-0.68501204,1.465626,1.1532934,1.7989562,1.467688,-0.8209564,-0.4267689,-0.37083676,-0.17902546,2.1605322,0.8368707,0.67997617,1.5264947,0.88923067,0.6680357,-0.2637644,2.1765049,0.9399693
c_1_39_2319,0.83477193,0.26992637,1.0222954,1.5698886,0.8321758,0.41085315,0.8284833,1.2838444,0.7811549,0.81787246,0.96853423,2.0481646,0.72160006,2.0839686,0.9337008,1.0715954,1.7953343,1.745873,1.0571226,2.9727666,1.215079,1.0558373,1.4950024,1.6474468,1.2261063,2.1023018,-0.68251663,0.7006304,1.6461543,2.0164614
c_1_39_2320,1.2664924,-0.51311487,-0.6428643,0.4217096,0.32721412,4.1035695,-0.19556855,1.3442836,0.953806,-0.3012802,-0.4025622,0.10097827,-0.6536558,1.007369,-0.8545344,2.5185225,1.2268821,-0.93330556,0.028759459,-0.6068301,-0.24107458,1.357143,1.4900316,-0.5289531,1.1787912,1.3475413,0.6446454,0.5186745,0.8678903,0.60856074
c_1_39_2321,0.043572847,-0.53376275,0.49366656,0.35947397,0.40295774,1.3349586,0.18426311,0.92210615,-0.081149444,0.039007176,0.51564944,0.51543826,-0.1671524,0.02631218,0.31007338,2.1815608,0.67237604,-0.41969746,0.29540446,-0.12628885,0.21998441,0.9521059,-0.03162844,0.10530099,1.0703881,0.77766776,0.96009296,-0.2430294,1.8205262,0.19319975
c_1_39_2322,1.1813154,-0.15199892,0.06318227,1.0545446,0.83751655,3.3024185,0.07282097,1.0456159,2.3035045,0.17731011,0.39357772,0.42437232,0.9725826,1.2794077,0.7839836,2.0398726,1.280951,0.31162426,-0.58956486,0.10953062,0.5853386,1.6851006,1.2244599,1.0234985,1.0704353,2.4497502,0.26079288,-0.2760637,0.68374085,0.77656543
c_1_39_2323,2.8079934,2.705423,-0.116156116,0.90153533,0.34773964,1.3637024,-0.031036176,2.569234,0.9410838,-1.1600143,0.05165577,1.2134526,-0.9034162,0.9197736,-0.8825282,1.7278931,1.3740726,-1.0729083,0.06904972,-0.8235031,-0.5417813,2.025185,0.7674291,0.1546912,1.5357974,1.3265556,0.7811158,-0.3058993,2.6292489,0.6469821
c_1_39_2324,0.73470014,0.46756142,0.63330674,1.0176802,1.0250231,0.62960595,0.2765509,0.6729698,0.529786,0.9041359,0.8549483,1.4782435,0.5726289,1.7781857,0.25539026,0.9806045,1.298722,1.0351378,0.12575528,0.756181,0.8852823,1.3570266,-0.09767952,0.075987615,0.9487562,0.746626,0.35553503,0.3978906,2.0236106,1.6550876
c_1_39_2325,-0.10991811,-0.23082604,2.9963155,0.6396133,0.5417837,1.2407933,1.0865939,0.6150071,1.105464,0.29239693,0.34241438,0.69454694,0.37104723,0.7234549,0.19443709,3.909541,0.99384445,0.6467209,0.15981477,-0.047420613,0.93349385,0.46369877,0.13016699,0.8706897,1.6822586,0.8731382,1.047442,-0.39427432,1.8631996,0.6451811
c_1_39_2326,0.5481071,-0.20473641,-0.9369568,0.69176394,0.41990682,0.5547522,0.31741112,0.5182932,1.0035237,0.23990168,0.6536865,0.35109022,0.69413763,0.5866304,-0.75025886,3.721367,0.6579327,0.11983509,-0.078333974,-0.30642813,0.38067168,0.0688837,0.13215825,0.42842808,0.9277039,1.0230447,0.8402692,0.26267356,4.235213,0.63494796
c_1_39_2327,-0.41077402,-0.4545546,0.5461944,0.4786544,0.39943516,2.5247016,1.8728261,0.4486148,2.0806289,0.1657559,0.8341572,0.6956916,0.35147014,0.7528673,-0.21951471,2.8076465,1.1004372,0.14891838,0.16543153,-0.45843977,0.64135945,1.9096576,0.24726477,0.46818158,1.7020961,0.94089276,0.9891937,0.55626947,1.6319541,1.1311216
c_1_39_2328,0.507923,0.043102887,0.95155674,1.499988,1.1366011,0.78107107,0.98842,1.0370594,0.67716163,0.7012025,1.2635422,1.9432825,0.54246944,1.688158,0.8316737,1.1017416,1.8787831,1.3952014,0.45933264,1.1275723,0.918043,0.82138604,1.4041928,1.46455,1.8182356,2.6202345,-0.95402575,0.8153739,1.1220411,1.7766469
c_1_39_2329,1.2205545,0.6009664,1.0407466,1.4809512,0.8160795,0.44315714,1.4100176,0.6674939,1.1027092,1.3808839,1.599777,2.0347798,0.73152506,1.7475786,1.0606649,0.91206795,1.873004,1.7018809,0.90302515,1.1824147,1.3444828,0.37807918,1.4398476,1.456012,1.036723,1.8199679,-0.79167724,1.0348918,2.0056987,1.5985702
c_1_39_2330,0.38716063,-0.4289153,0.9371058,1.3591505,0.42746347,1.8965242,0.6982592,0.93281376,0.7875722,0.24924739,0.7642318,0.9610998,0.5562753,0.6014093,0.392451,1.1562946,1.4767131,0.73155403,0.23560339,-0.1930808,0.34096983,0.46193063,1.1874067,0.48212132,0.9790943,0.6193998,-0.5102882,-0.1138787,0.981384,0.9034027
c_1_39_2331,1.1718974,-0.5525524,-0.84901804,0.6372694,-0.028382087,0.8206107,-0.50193304,1.2138538,0.78253156,2.053963,-0.037309293,0.29041728,-0.25143304,0.69179475,0.3668782,4.1543436,0.46790838,-1.0085758,-0.2262007,-0.50863665,0.45543802,0.9168735,0.33764043,-0.48880383,0.9563475,0.8154961,0.7047275,-0.26621804,2.842656,0.35769644
c_1_39_2332,0.46282786,-1.1445701,1.6468272,0.9505137,0.1369724,2.4800954,0.19448666,0.9828916,0.85335034,0.6991326,0.21274635,0.34597197,-0.08594523,0.61144286,-0.15437272,2.3528862,1.2777063,-0.018334415,0.08082281,-0.019019544,0.6893689,0.91655344,0.9917041,0.09682354,0.8910265,0.59558994,0.38282698,0.030720638,0.7015671,0.49801856
c_1_39_2333,0.17739218,-0.04940394,0.6960272,1.6510642,0.2750784,1.0102211,0.09215356,1.6557535,0.29972216,-0.39568767,-0.37914628,0.58974147,-0.18048215,0.58528316,0.1425633,2.1735826,0.7771879,-0.6249181,1.4219366,-1.1997772,0.32038736,1.1912587,1.3420266,-0.26940867,0.8498547,0.54390615,0.5127221,0.03494128,1.6648217,0.87171775
c_1_39_2334,0.29966232,-0.71735495,2.8023334,0.7562669,0.3095604,1.7682431,0.0071056234,0.8993482,0.887664,-0.010264407,0.34461266,1.07871,-0.8199305,0.90290207,-0.056709684,1.3801676,0.5716538,0.12286041,-0.41525602,-0.4868749,-0.9960465,0.9908839,0.16579768,-0.24466853,1.3716418,0.69693124,0.4685948,-0.7027023,0.37092188,0.84594685
c_1_39_2335,-0.34233108,-0.7196588,-0.21361773,0.45477253,0.41815883,2.0354521,0.98275477,0.34137177,0.52408546,1.0071834,0.6923465,0.4492484,0.2805091,0.5846088,0.30185905,0.950986,0.90524614,0.01986984,0.4605304,0.4051905,0.20663103,0.9467909,0.5225217,1.033518,1.2924417,0.23530981,0.3302233,0.17234738,0.07312173,0.51839316
c_1_39_2336,-0.14603667,0.053589124,0.29212332,0.7796096,1.0414906,-0.11518996,0.52145493,0.6809588,0.36902884,0.10451932,0.7294867,1.4360944,-0.15885071,1.5871503,-0.2985966,1.0918252,1.7083817,0.23887943,0.23560339,-0.04869155,0.11003493,0.48605263,0.053472172,0.19228773,1.5106548,1.597835,0.8527575,-0.16219947,0.73018485,1.8955675
c_1_39_2337,0.37986085,-0.40750486,-0.9125903,0.5574288,0.18265072,1.0165169,0.9062559,1.0324167,0.13642365,-0.12053855,0.09319015,0.22721049,-0.07947584,0.16339414,-0.021215463,2.1998873,0.7791616,0.20603055,0.48786724,0.059237946,-0.15510653,0.58124477,0.5312023,-0.20323084,0.7702088,0.21162985,1.1233455,-0.074494585,1.644905,0.5750748
c_1_39_2338,0.8718216,-0.75222677,0.3565597,0.533083,0.67681444,0.774197,-0.50756526,0.9431371,0.671848,-0.20962079,0.40218574,1.8773633,0.025327537,1.5641146,-0.4466613,0.64348567,1.0847293,-0.13567805,-0.83613265,1.4468553,-0.20074965,0.26187396,-0.16748382,-0.026720805,0.49088922,0.7555404,0.5455933,-0.98713773,2.0074954,0.5209279
c_1_39_2339,-0.5736482,-0.22034447,1.5899538,0.35553107,0.5593798,1.5983657,1.0987267,-0.041740205,1.5518837,-0.27342105,0.45428747,-0.1769995,0.18350221,0.32468796,-0.25775108,1.5386103,0.5972092,0.25608668,0.0852186,-0.7710612,0.23530473,1.131716,0.26062208,-0.37406695,2.1400108,0.8010246,0.860168,0.73494524,0.583629,0.47552982
c_1_39_2340,-0.5933609,-0.56519,-0.61307454,0.7428274,0.74549043,0.9172129,0.33851027,0.2267068,0.32669425,0.65683603,0.19300918,0.71850306,0.8422125,0.41321045,0.064620905,0.9707237,1.0925955,0.39210686,-0.1649737,-0.45233884,-0.063949086,0.030619828,0.72397506,0.4755706,1.1287903,0.11523628,0.53617156,0.61528546,0.8117436,0.66253316
c_1_39_2341,1.6504616,0.29357997,0.7364851,0.7179962,0.4608784,1.265142,0.29025647,1.8329685,1.2637308,-0.12415653,-0.10448254,0.8070107,-0.57759607,0.61544645,-0.6102999,2.3598056,1.083854,-0.16965283,0.5493785,-0.4326258,-0.7791512,1.2355592,0.68972015,-0.2543226,1.0690173,1.3065162,0.8409167,1.0399678,1.6927648,1.2263209
c_1_39_2342,0.3066277,0.0817443,0.04444476,1.5953969,0.18006471,1.5955182,-0.4991221,1.8600043,1.1728022,-0.80488646,0.4363311,0.8092188,-0.71370983,1.4889555,-0.44231576,2.9641333,0.80566305,-0.3240191,1.801532,-0.68151957,0.043865953,1.8571622,-0.04217986,0.036722988,0.9314511,0.72718453,0.55572695,0.13462667,1.299115,1.7140846
c_1_39_2343,2.5102985,-0.4665133,-0.5615556,0.59707826,0.12838767,1.6449939,-0.72696584,0.92046225,0.698759,1.7809036,-0.25543308,0.83778745,1.0326533,0.75477546,2.6240492,2.0089846,0.5865921,-0.7851577,-0.74951524,-0.5424753,-0.7247532,0.7533204,-0.15206914,-0.4216636,0.9941315,0.95040196,0.6851027,-0.54813063,0.8129147,0.76203907
c_1_39_2344,0.39564326,-0.8094813,-0.36772612,0.35947397,0.40706047,2.3009768,-0.52739453,1.223054,0.08906535,-1.0732179,-0.28475267,0.36002612,-0.3645956,0.2028331,-0.9551303,2.0776458,0.68366766,0.031421635,-0.0450859,1.1331923,-0.2398428,1.0822524,1.2838416,-0.1458534,0.87148535,0.40556264,0.68505776,-0.0935261,1.208198,0.20301007
c_1_39_2345,1.7423831,-0.48056775,-0.58715063,0.6337494,0.2806553,1.7545514,0.23290303,1.906813,1.7320874,-0.64938396,0.104072936,0.06195066,-0.78614724,0.4437822,-1.2551527,2.1404455,0.5961493,-0.6894201,0.51015186,0.0946805,-0.0974539,1.6042088,0.1697293,-0.8831375,1.0555907,1.2523514,0.5308586,-0.7744265,1.2793622,0.25713125
c_1_39_2346,-0.031329054,-0.83635074,0.49366656,-0.014322126,0.19167733,0.32766104,-0.11174231,0.9298487,-0.63254225,-0.90235364,0.7772566,0.2878091,-0.16964713,0.7636621,0.22508676,0.95991087,0.7653112,-0.14017999,1.09246,-0.94549537,0.042766538,1.1618698,-0.37336743,-0.092705,0.74169695,0.45975423,0.8449725,-0.50887555,0.45633903,0.5735278
c_1_39_2347,1.2105145,1.5017298,0.43456855,0.17262064,0.12308828,1.6988999,-0.11174231,2.0517673,0.5011254,0.32034445,-0.34585544,0.8399739,-0.42369378,0.31435588,1.397053,1.3320245,0.5458396,-0.031207468,-0.40001443,0.5973545,0.7704074,1.1256623,-0.13237096,-0.56729454,0.9406243,0.17610265,0.7531213,0.022252033,2.0845964,0.7347391
c_1_39_2348,1.4966639,-0.49676716,1.3658464,1.3230817,1.5899538,0.7391204,0.23490639,1.448267,0.6000189,-0.19094819,1.0896536,1.5608697,-0.39131618,1.1958923,-0.27401483,1.0338267,1.3243529,0.0061450396,0.32653284,0.7645833,0.34096983,1.7576349,0.13414818,0.7879937,1.1883745,1.0882536,0.51356596,0.07252777,1.9970539,1.0080923
c_1_39_2349,0.5864022,0.33614597,0.563727,1.2693233,1.0285937,1.6249171,1.2915466,0.25268412,1.0232487,0.6589422,1.5023347,0.8833903,1.6890728,1.3383021,0.22000295,1.0461789,1.2712051,0.8853049,0.9190193,0.15755646,1.1874002,1.1466024,0.61996603,0.95916367,0.7209409,1.2058576,1.3641769,1.2750882,1.6569569,0.802824
c_1_39_2350,2.2973328,0.041599818,2.0421057,1.2004223,0.49606454,2.5555499,-0.18096648,2.3645442,1.7277076,0.0672981,0.3169999,0.40307054,-0.5804497,0.9251759,-0.35684606,2.3254216,0.61515725,-0.28896627,-0.7609884,-0.8406567,-0.38430056,2.36261,0.93347913,0.61536413,1.5401059,0.57715744,0.55364674,-0.58673716,2.0995219,0.3382671
c_1_39_2351,1.5954075,-0.7758596,0.36085445,1.0937834,0.34773964,1.0033764,-0.13774052,1.5472921,-0.2453352,-0.7801666,0.36649063,1.0070202,-0.5426146,0.80707335,-0.5576578,1.0081849,0.9802023,-0.3521943,0.32910395,0.40207726,-0.39475805,1.0832477,0.4822515,0.19683717,0.4538048,0.9155597,0.5615399,0.30265525,0.81642336,1.0227104
c_1_39_2352,0.90351206,-1.0533174,1.3987886,0.56951165,0.65643203,0.6406031,-0.4739889,0.40067124,1.0924449,-0.09966026,-0.33437672,0.19243097,0.4008697,0.37146038,0.24364612,2.1771874,0.5099137,-0.27222854,-0.7771697,-0.721541,-0.19832665,0.4663469,-0.027418563,-0.4136725,0.8538435,1.3772527,0.8844486,-0.87875676,0.44480377,-0.36993346
c_1_39_2353,-0.4390028,-0.02114426,-0.4128875,0.71231693,1.1527082,-0.12354162,0.48429635,-0.45181155,0.19126806,0.23051974,0.75769436,0.9410594,-0.1846592,0.8170477,-0.1504751,0.3603955,1.0864797,0.09345287,0.06904972,1.5842899,0.100381635,0.7218747,-0.37336743,0.33591923,0.85278916,0.4884482,-2.5248144,-0.1773984,0.7374385,0.7120847
c_1_39_2354,1.3858036,0.33359528,0.4095979,1.7483332,1.1178077,1.2426423,1.9730173,1.6504136,1.2865819,2.199203,1.0532482,2.2506917,1.9596056,1.804484,1.8230375,3.6076868,2.2422533,1.2553229,1.4147649,1.0203732,1.5983999,1.8769268,2.1488643,1.1776118,1.2299845,1.5386895,1.0674101,0.95383203,3.0453024,1.4216557
c_1_39_2355,-0.037323654,-0.63414735,-0.22937101,-0.020448282,0.79542714,1.4104046,0.35562232,0.08837966,0.80625343,-0.1643071,-0.201855,-0.10662913,0.65882415,0.6101067,0.7368303,0.9902081,0.37599647,-0.3252373,-0.3943309,-0.1256313,0.06684341,0.5834784,0.18735768,0.0655095,1.2382164,1.0256647,0.38409695,-0.4568187,0.36249536,-0.4696944
c_1_39_2356,-0.5648407,-1.1271003,-0.3894017,0.5208184,0.8087252,2.2927318,1.0892957,0.76360184,0.47047126,3.513428,0.5775837,1.1695096,0.56609833,0.92937154,1.9586298,1.1248894,0.48789158,-0.42223525,0.2756829,-0.5488278,-0.1971157,1.348934,0.99760973,0.28096765,1.5906994,0.28927252,0.012451075,0.8885547,0.31490597,0.5938733
c_1_39_2357,0.069354214,-0.02426213,-0.021896336,0.9256258,1.0556381,0.58825684,0.43373933,0.6949962,0.55959135,0.122265786,0.8350644,1.0461416,-0.23354045,1.3801663,-0.77718055,1.1196235,1.4335558,0.14492762,0.32524642,-0.13948818,0.20044354,0.37431726,0.065718144,0.657844,1.7026765,1.375582,0.48980838,0.42489624,0.8558436,1.7993392
c_1_39_2358,-0.004572165,-0.9324192,0.5520553,0.70548505,0.7690967,0.9166594,-0.40029016,0.6455338,1.0733633,-0.086790204,0.17076874,0.3369952,1.0089931,0.3313109,-0.010103432,2.7257555,0.6661962,0.3273875,-1.0706966,-0.03981202,0.27770743,-0.17078805,0.0122731365,0.70870537,2.0268548,0.8661041,0.46751308,-0.37083608,2.0353615,-0.6100138
c_1_39_2359,2.6999187,-0.66294193,-0.51297635,0.26441732,0.6043974,1.0471528,-0.40297535,1.5650479,0.64752525,-0.9647873,0.20579745,-0.23507985,-0.2953292,0.49009112,-0.59416866,3.015017,0.665165,-0.41716304,-0.5916663,-0.25007764,-0.31483206,1.0806873,-0.04217986,0.07503746,1.4322214,1.1895287,1.3046733,-0.22130923,1.8677684,0.47585198
c_1_39_2360,2.0566373,-0.7150545,-0.36618644,0.81039125,0.07415836,2.9375477,0.31741112,1.6141924,1.6225176,-0.033879586,0.15425692,1.1249391,0.17682461,0.5629627,-0.19762447,2.8250198,1.088228,-0.34727016,-0.094376296,-0.8244027,-0.31229585,2.0035808,2.062438,1.1419833,1.4662842,1.2196711,0.7463705,0.7592005,2.0859883,0.9452592
