cell_id,ACKR3,ACVRL1,BECN1,BMP1,CD5L,COL1A2,CSF2,DDIT3,DMBT1,EPOR,ETV4,FCER1G,FGF7,FGG,GC,IGF1,IL11,IL12RB1,IL6,LDLR,LIF,PDGFC,RARRES1,RNF43,RORA,SEC23A,SLCO2B1,SRC,TNFRSF1B,TNFSF10
c_1_1_45,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,4.781530340393575,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_48,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_50,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_54,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_55,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,3.064908334299843,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_56,-0.21651898268733033,6.169203233489487,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,5.374250351899006,-0.18333596424985824,6.2942320005359536,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_58,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,4.586682858388534,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,3.4802855315341565
c_1_1_59,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,3.073026189107033,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,2.978233453548681,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,3.1877677384680854,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_60,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_61,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,4.942767494455478,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,4.4215508507877415,-0.2651685691877584
c_1_1_64,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,11.675729729314751,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
